SONAR-eols-assessment-service-AWt1dapyeK0RNWQbd-qf, SONAR, eols-assessment-service, com.elsevier.eols:eols-assessment-service:src/main/java/com/elsevier/eols/assessment/domain/UserAssessment.java, 1 duplicated blocks of code must be removed.,5,5, {'key': 'AWt1dapyeK0RNWQbd-qf'; 'rule': 'common-java:DuplicatedBlocks'; 'severity': 'MAJOR'; 'component': 'com.elsevier.eols:eols-assessment-service:src/main/java/com/elsevier/eols/assessment/domain/UserAssessment.java'; 'project': 'com.elsevier.eols:eols-assessment-service'; 'flows': []; 'status': 'OPEN'; 'message': '1 duplicated blocks of code must be removed.'; 'effort': '20min'; 'debt': '20min'; 'assignee': 'abrahama'; 'tags': ['pitfall']; 'creationDate': '2018-06-25T22:00:20+0000'; 'updateDate': '2019-06-20T15:15:21+0000'; 'type': 'CODE_SMELL'; 'organization': 'default-organization'; 'fromHotspot': False}, false,,,,,,,,
SONAR-eols-assessment-service-AWt1dal2eK0RNWQbd-p6, SONAR, eols-assessment-service, com.elsevier.eols:eols-assessment-service:src/main/java/com/elsevier/eols/assessment/domain/AssessmentQuestion.java, Constructor has 11 parameters, which is greater than 7 authorized.,5,5, {'key': 'AWt1dal2eK0RNWQbd-p6'; 'rule': 'squid:S00107'; 'severity': 'MAJOR'; 'component': 'com.elsevier.eols:eols-assessment-service:src/main/java/com/elsevier/eols/assessment/domain/AssessmentQuestion.java'; 'project': 'com.elsevier.eols:eols-assessment-service'; 'line': 97; 'hash': 'b2d867dffec0e88cfa827a4a30fb54d1'; 'textRange': {'startLine': 97; 'endLine': 97; 'startOffset': 9; 'endOffset': 27}; 'flows': []; 'status': 'OPEN'; 'message': 'Constructor has 11 parameters; which is greater than 7 authorized.'; 'effort': '20min'; 'debt': '20min'; 'tags': ['brain-overload']; 'creationDate': '2018-06-22T15:32:55+0000'; 'updateDate': '2019-06-20T15:15:21+0000'; 'type': 'CODE_SMELL'; 'organization': 'default-organization'; 'fromHotspot': False}, false,,,,,,,
SONAR-eols-assessment-service-AW5BJDULQslNrEz7uIeI, SONAR, eols-assessment-service, com.elsevier.eols:eols-assessment-service:src/main/java/com/elsevier/eols/assessment/domain/mastery/ModifierFunctionParameters.java, Use the primitive boolean expression here.,5,5, {'key': 'AW5BJDULQslNrEz7uIeI'; 'rule': 'squid:S5411'; 'severity': 'MINOR'; 'component': 'com.elsevier.eols:eols-assessment-service:src/main/java/com/elsevier/eols/assessment/domain/mastery/ModifierFunctionParameters.java'; 'project': 'com.elsevier.eols:eols-assessment-service'; 'line': 151; 'hash': '9e89e6098f2fd816f99d72372e08c7f7'; 'textRange': {'startLine': 151; 'endLine': 151; 'startOffset': 23; 'endOffset': 39}; 'flows': []; 'status': 'OPEN'; 'message': 'Use the primitive boolean expression here.'; 'effort': '5min'; 'debt': '5min'; 'tags': ['pitfall']; 'creationDate': '2018-06-18T16:32:53+0000'; 'updateDate': '2019-11-06T14:33:48+0000'; 'type': 'CODE_SMELL'; 'organization': 'default-organization'; 'fromHotspot': False}, false,,,,,,,,
SONAR-eols-assessment-service-AXDLFtBWS0ZzDG1Iod4t, SONAR, eols-assessment-service, com.elsevier.eols:eols-assessment-service:src/main/java/com/elsevier/eols/assessment/report/domain/dto/AssessmentSubmissionDto.java, 1 duplicated blocks of code must be removed.,5,5, {'key': 'AXDLFtBWS0ZzDG1Iod4t'; 'rule': 'common-java:DuplicatedBlocks'; 'severity': 'MAJOR'; 'component': 'com.elsevier.eols:eols-assessment-service:src/main/java/com/elsevier/eols/assessment/report/domain/dto/AssessmentSubmissionDto.java'; 'project': 'com.elsevier.eols:eols-assessment-service'; 'flows': []; 'status': 'OPEN'; 'message': '1 duplicated blocks of code must be removed.'; 'effort': '20min'; 'debt': '20min'; 'tags': ['pitfall']; 'creationDate': '2018-05-28T10:55:09+0000'; 'updateDate': '2020-04-07T05:26:25+0000'; 'type': 'CODE_SMELL'; 'organization': 'default-organization'; 'fromHotspot': False}, false,,,,,,,,
SONAR-eols-assessment-service-AWt1dayPeK0RNWQbd-rL, SONAR, eols-assessment-service, com.elsevier.eols:eols-assessment-service:src/main/java/com/elsevier/eols/assessment/event/OutcomeEventReporter.java, Add a private constructor to hide the implicit public one.,5,5, {'key': 'AWt1dayPeK0RNWQbd-rL'; 'rule': 'squid:S1118'; 'severity': 'MAJOR'; 'component': 'com.elsevier.eols:eols-assessment-service:src/main/java/com/elsevier/eols/assessment/event/OutcomeEventReporter.java'; 'project': 'com.elsevier.eols:eols-assessment-service'; 'line': 13; 'hash': '88085955a93783f96d5b1c65ceb4de9c'; 'textRange': {'startLine': 13; 'endLine': 13; 'startOffset': 13; 'endOffset': 33}; 'flows': []; 'status': 'OPEN'; 'message': 'Add a private constructor to hide the implicit public one.'; 'effort': '5min'; 'debt': '5min'; 'tags': ['design']; 'creationDate': '2018-05-23T20:15:21+0000'; 'updateDate': '2019-06-20T15:15:21+0000'; 'type': 'CODE_SMELL'; 'organization': 'default-organization'; 'fromHotspot': False}, false,,,,,,,,
SONAR-eols-assessment-service-AWt1dbCOeK0RNWQbd-tc, SONAR, eols-assessment-service, com.elsevier.eols:eols-assessment-service:src/main/java/com/elsevier/eols/assessment/service/UserMasteryTopicMigrationService.java, Define and throw a dedicated exception instead of using a generic one.,5,5, {'key': 'AWt1dbCOeK0RNWQbd-tc'; 'rule': 'squid:S00112'; 'severity': 'MAJOR'; 'component': 'com.elsevier.eols:eols-assessment-service:src/main/java/com/elsevier/eols/assessment/service/UserMasteryTopicMigrationService.java'; 'project': 'com.elsevier.eols:eols-assessment-service'; 'line': 9; 'hash': 'ade88b84548ec15c2f8b184babd0c149'; 'textRange': {'startLine': 9; 'endLine': 9; 'startOffset': 13; 'endOffset': 22}; 'flows': []; 'status': 'OPEN'; 'message': 'Define and throw a dedicated exception instead of using a generic one.'; 'effort': '20min'; 'debt': '20min'; 'tags': ['cert'; 'cwe'; 'error-handling']; 'creationDate': '2018-05-09T02:45:25+0000'; 'updateDate': '2019-06-20T15:15:21+0000'; 'type': 'CODE_SMELL'; 'organization': 'default-organization'; 'fromHotspot': False}, false,,,,,,,,
SONAR-eols-assessment-service-AWt1dafAeK0RNWQbd-oJ, SONAR, eols-assessment-service, com.elsevier.eols:eols-assessment-service:src/main/java/com/elsevier/eols/assessment/client/RecommendationServiceClient.java, Define and throw a dedicated exception instead of using a generic one.,5,5, {'key': 'AWt1dafAeK0RNWQbd-oJ'; 'rule': 'squid:S00112'; 'severity': 'MAJOR'; 'component': 'com.elsevier.eols:eols-assessment-service:src/main/java/com/elsevier/eols/assessment/client/RecommendationServiceClient.java'; 'project': 'com.elsevier.eols:eols-assessment-service'; 'line': 100; 'hash': 'ade88b84548ec15c2f8b184babd0c149'; 'textRange': {'startLine': 100; 'endLine': 100; 'startOffset': 13; 'endOffset': 22}; 'flows': []; 'status': 'OPEN'; 'message': 'Define and throw a dedicated exception instead of using a generic one.'; 'effort': '20min'; 'debt': '20min'; 'tags': ['cert'; 'cwe'; 'error-handling']; 'creationDate': '2018-04-30T17:55:34+0000'; 'updateDate': '2019-06-20T15:15:21+0000'; 'type': 'CODE_SMELL'; 'organization': 'default-organization'; 'fromHotspot': False}, false,,,,,,,,
SONAR-eols-assessment-service-AWt1dasYeK0RNWQbd-q5, SONAR, eols-assessment-service, com.elsevier.eols:eols-assessment-service:src/main/java/com/elsevier/eols/assessment/domain/api/UserMasteryTopicMigrationApi.java, Define and throw a dedicated exception instead of using a generic one.,5,5, {'key': 'AWt1dasYeK0RNWQbd-q5'; 'rule': 'squid:S00112'; 'severity': 'MAJOR'; 'component': 'com.elsevier.eols:eols-assessment-service:src/main/java/com/elsevier/eols/assessment/domain/api/UserMasteryTopicMigrationApi.java'; 'project': 'com.elsevier.eols:eols-assessment-service'; 'line': 22; 'hash': 'ade88b84548ec15c2f8b184babd0c149'; 'textRange': {'startLine': 22; 'endLine': 22; 'startOffset': 13; 'endOffset': 22}; 'flows': []; 'status': 'OPEN'; 'message': 'Define and throw a dedicated exception instead of using a generic one.'; 'effort': '20min'; 'debt': '20min'; 'tags': ['cert'; 'cwe'; 'error-handling']; 'creationDate': '2018-04-30T17:55:34+0000'; 'updateDate': '2019-06-20T15:15:21+0000'; 'type': 'CODE_SMELL'; 'organization': 'default-organization'; 'fromHotspot': False}, false,,,,,,,,
SONAR-eols-assessment-service-AWt1dbCieK0RNWQbd-td, SONAR, eols-assessment-service, com.elsevier.eols:eols-assessment-service:src/main/java/com/elsevier/eols/assessment/service/UserMasteryTopicServiceImpl.java, Do not forget to remove this deprecated code someday.,5,5, {'key': 'AWt1dbCieK0RNWQbd-td'; 'rule': 'squid:S1133'; 'severity': 'INFO'; 'component': 'com.elsevier.eols:eols-assessment-service:src/main/java/com/elsevier/eols/assessment/service/UserMasteryTopicServiceImpl.java'; 'project': 'com.elsevier.eols:eols-assessment-service'; 'line': 64; 'hash': '38916331348d426110d604b401c4daa8'; 'textRange': {'startLine': 64; 'endLine': 64; 'startOffset': 26; 'endOffset': 45}; 'flows': []; 'status': 'OPEN'; 'message': 'Do not forget to remove this deprecated code someday.'; 'effort': '10min'; 'debt': '10min'; 'tags': ['obsolete']; 'creationDate': '2018-04-27T16:44:25+0000'; 'updateDate': '2019-06-20T15:15:21+0000'; 'type': 'CODE_SMELL'; 'organization': 'default-organization'; 'fromHotspot': False}, false,,,,,,,,
SONAR-eols-assessment-service-AWt1dbCieK0RNWQbd-te, SONAR, eols-assessment-service, com.elsevier.eols:eols-assessment-service:src/main/java/com/elsevier/eols/assessment/service/UserMasteryTopicServiceImpl.java, Add the missing @deprecated Javadoc tag.,5,5, {'key': 'AWt1dbCieK0RNWQbd-te'; 'rule': 'squid:MissingDeprecatedCheck'; 'severity': 'MAJOR'; 'component': 'com.elsevier.eols:eols-assessment-service:src/main/java/com/elsevier/eols/assessment/service/UserMasteryTopicServiceImpl.java'; 'project': 'com.elsevier.eols:eols-assessment-service'; 'line': 64; 'hash': '38916331348d426110d604b401c4daa8'; 'textRange': {'startLine': 64; 'endLine': 64; 'startOffset': 26; 'endOffset': 45}; 'flows': []; 'status': 'OPEN'; 'message': 'Add the missing @deprecated Javadoc tag.'; 'effort': '5min'; 'debt': '5min'; 'tags': ['bad-practice'; 'obsolete']; 'creationDate': '2018-04-27T16:44:25+0000'; 'updateDate': '2019-06-20T15:15:21+0000'; 'type': 'CODE_SMELL'; 'organization': 'default-organization'; 'fromHotspot': False}, false,,,,,,,,
SONAR-eols-assessment-service-AWt1da77eK0RNWQbd-ry, SONAR, eols-assessment-service, com.elsevier.eols:eols-assessment-service:src/main/java/com/elsevier/eols/assessment/results/AssignmentResultController.java," Make this method ""public"".",5,5," {'key': 'AWt1da77eK0RNWQbd-ry'; 'rule': 'squid:S3751'; 'severity': 'BLOCKER'; 'component': 'com.elsevier.eols:eols-assessment-service:src/main/java/com/elsevier/eols/assessment/results/AssignmentResultController.java'; 'project': 'com.elsevier.eols:eols-assessment-service'; 'line': 30; 'hash': '182a1e32b0a76c2e7f39fd0f9486805f'; 'textRange': {'startLine': 30; 'endLine': 30; 'startOffset': 19; 'endOffset': 39}; 'flows': []; 'status': 'OPEN'; 'message': 'Make this method ""public"".'; 'effort': '2min'; 'debt': '2min'; 'assignee': 'verma1'; 'tags': ['owasp-a6'; 'spring']; 'creationDate': '2018-04-27T14:42:29+0000'; 'updateDate': '2019-06-20T15:15:21+0000'; 'type': 'VULNERABILITY'; 'organization': 'default-organization'; 'fromHotspot': False}", false,,,,,,,,
SONAR-eols-assessment-service-AWt1da8_eK0RNWQbd-rz, SONAR, eols-assessment-service, com.elsevier.eols:eols-assessment-service:src/main/java/com/elsevier/eols/assessment/results/dto/Assignment.java, 2 duplicated blocks of code must be removed.,5,5, {'key': 'AWt1da8_eK0RNWQbd-rz'; 'rule': 'common-java:DuplicatedBlocks'; 'severity': 'MAJOR'; 'component': 'com.elsevier.eols:eols-assessment-service:src/main/java/com/elsevier/eols/assessment/results/dto/Assignment.java'; 'project': 'com.elsevier.eols:eols-assessment-service'; 'flows': []; 'status': 'OPEN'; 'message': '2 duplicated blocks of code must be removed.'; 'effort': '30min'; 'debt': '30min'; 'assignee': 'verma1'; 'tags': ['pitfall']; 'creationDate': '2018-04-27T14:42:29+0000'; 'updateDate': '2019-06-20T15:15:21+0000'; 'type': 'CODE_SMELL'; 'organization': 'default-organization'; 'fromHotspot': False}, false,,,,,,,,
SONAR-eols-assessment-service-AWt1da9jeK0RNWQbd-r0, SONAR, eols-assessment-service, com.elsevier.eols:eols-assessment-service:src/main/java/com/elsevier/eols/assessment/results/dto/UserAssessmentSubmission.java, 1 duplicated blocks of code must be removed.,5,5, {'key': 'AWt1da9jeK0RNWQbd-r0'; 'rule': 'common-java:DuplicatedBlocks'; 'severity': 'MAJOR'; 'component': 'com.elsevier.eols:eols-assessment-service:src/main/java/com/elsevier/eols/assessment/results/dto/UserAssessmentSubmission.java'; 'project': 'com.elsevier.eols:eols-assessment-service'; 'flows': []; 'status': 'OPEN'; 'message': '1 duplicated blocks of code must be removed.'; 'effort': '20min'; 'debt': '20min'; 'assignee': 'verma1'; 'tags': ['pitfall']; 'creationDate': '2018-04-27T14:42:29+0000'; 'updateDate': '2019-06-20T15:15:21+0000'; 'type': 'CODE_SMELL'; 'organization': 'default-organization'; 'fromHotspot': False}, false,,,,,,,,
SONAR-eols-assessment-service-AWt1da77eK0RNWQbd-rx, SONAR, eols-assessment-service, com.elsevier.eols:eols-assessment-service:src/main/java/com/elsevier/eols/assessment/results/AssignmentResultController.java," Remove this use of ""description""; it is deprecated.",5,5," {'key': 'AWt1da77eK0RNWQbd-rx'; 'rule': 'squid:CallToDeprecatedMethod'; 'severity': 'MINOR'; 'component': 'com.elsevier.eols:eols-assessment-service:src/main/java/com/elsevier/eols/assessment/results/AssignmentResultController.java'; 'project': 'com.elsevier.eols:eols-assessment-service'; 'line': 17; 'hash': 'b751d42e1bbdad5b31d79622cb4f974b'; 'textRange': {'startLine': 17; 'endLine': 17; 'startOffset': 45; 'endOffset': 56}; 'flows': []; 'status': 'OPEN'; 'message': 'Remove this use of ""description""; it is deprecated.'; 'effort': '15min'; 'debt': '15min'; 'assignee': 'verma1'; 'tags': ['cert'; 'cwe'; 'obsolete']; 'creationDate': '2018-04-27T13:42:03+0000'; 'updateDate': '2019-06-20T15:15:21+0000'; 'type': 'CODE_SMELL'; 'organization': 'default-organization'; 'fromHotspot': False}", false,,,,,,,,
SONAR-eols-assessment-service-AWt1darveK0RNWQbd-q4, SONAR, eols-assessment-service, com.elsevier.eols:eols-assessment-service:src/main/java/com/elsevier/eols/assessment/domain/api/AssignmentApi.java, Replace this persistent entity with a simple POJO or DTO object.,5,5, {'key': 'AWt1darveK0RNWQbd-q4'; 'rule': 'squid:S4684'; 'severity': 'CRITICAL'; 'component': 'com.elsevier.eols:eols-assessment-service:src/main/java/com/elsevier/eols/assessment/domain/api/AssignmentApi.java'; 'project': 'com.elsevier.eols:eols-assessment-service'; 'line': 22; 'hash': 'aa3452a369c903a41d9452b31581bce3'; 'textRange': {'startLine': 22; 'endLine': 22; 'startOffset': 30; 'endOffset': 40}; 'flows': []; 'status': 'OPEN'; 'message': 'Replace this persistent entity with a simple POJO or DTO object.'; 'effort': '10min'; 'debt': '10min'; 'tags': ['cwe'; 'spring']; 'creationDate': '2018-04-23T18:50:12+0000'; 'updateDate': '2019-06-20T15:15:21+0000'; 'type': 'VULNERABILITY'; 'organization': 'default-organization'; 'fromHotspot': False}, false,,,,,,,,
SONAR-eols-assessment-service-AWt1dasxeK0RNWQbd-q6, SONAR, eols-assessment-service, com.elsevier.eols:eols-assessment-service:src/main/java/com/elsevier/eols/assessment/domain/client/AssignmentClient.java, Replace this persistent entity with a simple POJO or DTO object.,5,5, {'key': 'AWt1dasxeK0RNWQbd-q6'; 'rule': 'squid:S4684'; 'severity': 'CRITICAL'; 'component': 'com.elsevier.eols:eols-assessment-service:src/main/java/com/elsevier/eols/assessment/domain/client/AssignmentClient.java'; 'project': 'com.elsevier.eols:eols-assessment-service'; 'line': 28; 'hash': 'aa3452a369c903a41d9452b31581bce3'; 'textRange': {'startLine': 28; 'endLine': 28; 'startOffset': 30; 'endOffset': 40}; 'flows': []; 'status': 'OPEN'; 'message': 'Replace this persistent entity with a simple POJO or DTO object.'; 'effort': '10min'; 'debt': '10min'; 'tags': ['cwe'; 'spring']; 'creationDate': '2018-04-23T18:50:12+0000'; 'updateDate': '2019-06-20T15:15:21+0000'; 'type': 'VULNERABILITY'; 'organization': 'default-organization'; 'fromHotspot': False}, false,,,,,,,,
SONAR-eols-assessment-service-AWt1dam_eK0RNWQbd-qK, SONAR, eols-assessment-service, com.elsevier.eols:eols-assessment-service:src/main/java/com/elsevier/eols/assessment/domain/AssessmentTopic.java, 4 duplicated blocks of code must be removed.,5,5, {'key': 'AWt1dam_eK0RNWQbd-qK'; 'rule': 'common-java:DuplicatedBlocks'; 'severity': 'MAJOR'; 'component': 'com.elsevier.eols:eols-assessment-service:src/main/java/com/elsevier/eols/assessment/domain/AssessmentTopic.java'; 'project': 'com.elsevier.eols:eols-assessment-service'; 'flows': []; 'status': 'OPEN'; 'message': '4 duplicated blocks of code must be removed.'; 'effort': '50min'; 'debt': '50min'; 'tags': ['pitfall']; 'creationDate': '2018-04-11T10:37:47+0000'; 'updateDate': '2020-05-06T16:09:03+0000'; 'type': 'CODE_SMELL'; 'organization': 'default-organization'; 'fromHotspot': False}, false,,,,,,,,
SONAR-eols-assessment-service-AWt1da7QeK0RNWQbd-ro, SONAR, eols-assessment-service, com.elsevier.eols:eols-assessment-service:src/main/java/com/elsevier/eols/assessment/response/StudentPerformance.java," Rename ""topicVtwId"" which hides the field declared at line 19.",5,5," {'key': 'AWt1da7QeK0RNWQbd-ro'; 'rule': 'squid:HiddenFieldCheck'; 'severity': 'MAJOR'; 'component': 'com.elsevier.eols:eols-assessment-service:src/main/java/com/elsevier/eols/assessment/response/StudentPerformance.java'; 'project': 'com.elsevier.eols:eols-assessment-service'; 'line': 54; 'hash': 'ba8b5ce4905dc77f7cc0f46ec8e7114c'; 'textRange': {'startLine': 54; 'endLine': 54; 'startOffset': 17; 'endOffset': 27}; 'flows': []; 'status': 'OPEN'; 'message': 'Rename ""topicVtwId"" which hides the field declared at line 19.'; 'effort': '5min'; 'debt': '5min'; 'assignee': 'carey1'; 'tags': ['cert'; 'pitfall']; 'creationDate': '2018-03-29T16:31:16+0000'; 'updateDate': '2019-06-20T15:15:21+0000'; 'type': 'CODE_SMELL'; 'organization': 'default-organization'; 'fromHotspot': False}", false,,,,,,,,
SONAR-eols-assessment-service-AWt1dbBIeK0RNWQbd-tZ, SONAR, eols-assessment-service, com.elsevier.eols:eols-assessment-service:src/main/java/com/elsevier/eols/assessment/service/RecommenderServiceImpl.java, Refactor this code to use the more specialised Functional Interface 'BinaryOperator<Integer>',5,5," {'key': 'AWt1dbBIeK0RNWQbd-tZ'; 'rule': 'squid:S4276'; 'severity': 'MINOR'; 'component': 'com.elsevier.eols:eols-assessment-service:src/main/java/com/elsevier/eols/assessment/service/RecommenderServiceImpl.java'; 'project': 'com.elsevier.eols:eols-assessment-service'; 'line': 59; 'hash': '305ebc7bc61ccf52ecc9cf3d8f2baa4d'; 'textRange': {'startLine': 59; 'endLine': 59; 'startOffset': 10; 'endOffset': 47}; 'flows': []; 'status': 'OPEN'; 'message': ""Refactor this code to use the more specialised Functional Interface 'BinaryOperator<Integer>'""; 'effort': '5min'; 'debt': '5min'; 'assignee': 'carey1'; 'tags': ['performance']; 'creationDate': '2018-03-01T20:38:06+0000'; 'updateDate': '2019-06-20T15:15:21+0000'; 'type': 'CODE_SMELL'; 'organization': 'default-organization'; 'fromHotspot': False}", false,,,,,,,,
SONAR-eols-assessment-service-AWt1dafAeK0RNWQbd-oM, SONAR, eols-assessment-service, com.elsevier.eols:eols-assessment-service:src/main/java/com/elsevier/eols/assessment/client/RecommendationServiceClient.java," Replace ""@RequestMapping(method = RequestMethod.POST)"" with ""@PostMapping""",5,5," {'key': 'AWt1dafAeK0RNWQbd-oM'; 'rule': 'squid:S4488'; 'severity': 'MINOR'; 'component': 'com.elsevier.eols:eols-assessment-service:src/main/java/com/elsevier/eols/assessment/client/RecommendationServiceClient.java'; 'project': 'com.elsevier.eols:eols-assessment-service'; 'line': 42; 'hash': 'ea07bba231c6a86d91c6f0f32a819116'; 'textRange': {'startLine': 42; 'endLine': 42; 'startOffset': 3; 'endOffset': 17}; 'flows': [{'locations': [{'component': 'com.elsevier.eols:eols-assessment-service:src/main/java/com/elsevier/eols/assessment/client/RecommendationServiceClient.java'; 'textRange': {'startLine': 44; 'endLine': 44; 'startOffset': 15; 'endOffset': 33}}]}]; 'status': 'OPEN'; 'message': 'Replace ""@RequestMapping(method = RequestMethod.POST)"" with ""@PostMapping""'; 'effort': '2min'; 'debt': '2min'; 'assignee': 'carey1'; 'tags': ['spring']; 'creationDate': '2018-02-27T18:51:24+0000'; 'updateDate': '2019-06-20T15:15:21+0000'; 'type': 'CODE_SMELL'; 'organization': 'default-organization'; 'fromHotspot': False}", false,,,,,,,,
SONAR-eols-assessment-service-AWt1dafAeK0RNWQbd-oP, SONAR, eols-assessment-service, com.elsevier.eols:eols-assessment-service:src/main/java/com/elsevier/eols/assessment/client/RecommendationServiceClient.java," Replace ""@RequestMapping(method = RequestMethod.POST)"" with ""@PostMapping""",5,5," {'key': 'AWt1dafAeK0RNWQbd-oP'; 'rule': 'squid:S4488'; 'severity': 'MINOR'; 'component': 'com.elsevier.eols:eols-assessment-service:src/main/java/com/elsevier/eols/assessment/client/RecommendationServiceClient.java'; 'project': 'com.elsevier.eols:eols-assessment-service'; 'line': 68; 'hash': 'ea07bba231c6a86d91c6f0f32a819116'; 'textRange': {'startLine': 68; 'endLine': 68; 'startOffset': 3; 'endOffset': 17}; 'flows': [{'locations': [{'component': 'com.elsevier.eols:eols-assessment-service:src/main/java/com/elsevier/eols/assessment/client/RecommendationServiceClient.java'; 'textRange': {'startLine': 70; 'endLine': 70; 'startOffset': 15; 'endOffset': 33}}]}]; 'status': 'OPEN'; 'message': 'Replace ""@RequestMapping(method = RequestMethod.POST)"" with ""@PostMapping""'; 'effort': '2min'; 'debt': '2min'; 'assignee': 'carey1'; 'tags': ['spring']; 'creationDate': '2018-02-27T18:51:24+0000'; 'updateDate': '2019-06-20T15:15:21+0000'; 'type': 'CODE_SMELL'; 'organization': 'default-organization'; 'fromHotspot': False}", false,,,,,,,,
SONAR-eols-assessment-service-AW5BJDRmQslNrEz7uId7, SONAR, eols-assessment-service, com.elsevier.eols:eols-assessment-service:src/main/java/com/elsevier/eols/assessment/service/AssessmentQuestionServiceImpl.java, Use the primitive boolean expression here.,5,5, {'key': 'AW5BJDRmQslNrEz7uId7'; 'rule': 'squid:S5411'; 'severity': 'MINOR'; 'component': 'com.elsevier.eols:eols-assessment-service:src/main/java/com/elsevier/eols/assessment/service/AssessmentQuestionServiceImpl.java'; 'project': 'com.elsevier.eols:eols-assessment-service'; 'line': 202; 'hash': '3faa85778b3d195f7f34c915e6136790'; 'textRange': {'startLine': 202; 'endLine': 202; 'startOffset': 8; 'endOffset': 53}; 'flows': []; 'status': 'OPEN'; 'message': 'Use the primitive boolean expression here.'; 'effort': '5min'; 'debt': '5min'; 'assignee': 'carey1'; 'tags': ['pitfall']; 'creationDate': '2018-02-27T18:51:24+0000'; 'updateDate': '2019-11-06T14:33:48+0000'; 'type': 'CODE_SMELL'; 'organization': 'default-organization'; 'fromHotspot': False}, false,,,,,,,,
SONAR-eols-assessment-service-AW5BJDRmQslNrEz7uId9, SONAR, eols-assessment-service, com.elsevier.eols:eols-assessment-service:src/main/java/com/elsevier/eols/assessment/service/AssessmentQuestionServiceImpl.java, Use the primitive boolean expression here.,5,5, {'key': 'AW5BJDRmQslNrEz7uId9'; 'rule': 'squid:S5411'; 'severity': 'MINOR'; 'component': 'com.elsevier.eols:eols-assessment-service:src/main/java/com/elsevier/eols/assessment/service/AssessmentQuestionServiceImpl.java'; 'project': 'com.elsevier.eols:eols-assessment-service'; 'line': 269; 'hash': '3faa85778b3d195f7f34c915e6136790'; 'textRange': {'startLine': 269; 'endLine': 269; 'startOffset': 8; 'endOffset': 53}; 'flows': []; 'status': 'OPEN'; 'message': 'Use the primitive boolean expression here.'; 'effort': '5min'; 'debt': '5min'; 'assignee': 'carey1'; 'tags': ['pitfall']; 'creationDate': '2018-02-27T18:51:24+0000'; 'updateDate': '2019-11-06T14:33:48+0000'; 'type': 'CODE_SMELL'; 'organization': 'default-organization'; 'fromHotspot': False}, false,,,,,,,,
SONAR-eols-assessment-service-AWt1da-geK0RNWQbd-sZ, SONAR, eols-assessment-service, com.elsevier.eols:eols-assessment-service:src/main/java/com/elsevier/eols/assessment/service/AssessmentQuestionServiceImpl.java," Call ""maybeAppId.isPresent()"" before accessing the value.",5,5," {'key': 'AWt1da-geK0RNWQbd-sZ'; 'rule': 'squid:S3655'; 'severity': 'MAJOR'; 'component': 'com.elsevier.eols:eols-assessment-service:src/main/java/com/elsevier/eols/assessment/service/AssessmentQuestionServiceImpl.java'; 'project': 'com.elsevier.eols:eols-assessment-service'; 'line': 277; 'hash': 'be6173ded996205a4ade79a1c64812b5'; 'textRange': {'startLine': 277; 'endLine': 277; 'startOffset': 12; 'endOffset': 22}; 'flows': []; 'status': 'OPEN'; 'message': 'Call ""maybeAppId.isPresent()"" before accessing the value.'; 'effort': '10min'; 'debt': '10min'; 'assignee': 'carey1'; 'tags': ['cwe']; 'creationDate': '2018-02-27T18:51:24+0000'; 'updateDate': '2019-06-20T15:15:21+0000'; 'type': 'BUG'; 'organization': 'default-organization'; 'fromHotspot': False}", false,,,,,,,,
SONAR-eols-assessment-service-AWt1da-geK0RNWQbd-sa, SONAR, eols-assessment-service, com.elsevier.eols:eols-assessment-service:src/main/java/com/elsevier/eols/assessment/service/AssessmentQuestionServiceImpl.java," Call ""maybeAppId.isPresent()"" before accessing the value.",5,5," {'key': 'AWt1da-geK0RNWQbd-sa'; 'rule': 'squid:S3655'; 'severity': 'MAJOR'; 'component': 'com.elsevier.eols:eols-assessment-service:src/main/java/com/elsevier/eols/assessment/service/AssessmentQuestionServiceImpl.java'; 'project': 'com.elsevier.eols:eols-assessment-service'; 'line': 292; 'hash': 'be6173ded996205a4ade79a1c64812b5'; 'textRange': {'startLine': 292; 'endLine': 292; 'startOffset': 12; 'endOffset': 22}; 'flows': []; 'status': 'OPEN'; 'message': 'Call ""maybeAppId.isPresent()"" before accessing the value.'; 'effort': '10min'; 'debt': '10min'; 'assignee': 'carey1'; 'tags': ['cwe']; 'creationDate': '2018-02-27T18:51:24+0000'; 'updateDate': '2019-06-20T15:15:21+0000'; 'type': 'BUG'; 'organization': 'default-organization'; 'fromHotspot': False}", false,,,,,,,,
SONAR-eols-assessment-service-AWt1daa-eK0RNWQbd-nj, SONAR, eols-assessment-service, com.elsevier.eols:eols-assessment-service:src/main/java/com/elsevier/eols/achievements/domain/UserAchievement.java, 1 duplicated blocks of code must be removed.,5,5, {'key': 'AWt1daa-eK0RNWQbd-nj'; 'rule': 'common-java:DuplicatedBlocks'; 'severity': 'MAJOR'; 'component': 'com.elsevier.eols:eols-assessment-service:src/main/java/com/elsevier/eols/achievements/domain/UserAchievement.java'; 'project': 'com.elsevier.eols:eols-assessment-service'; 'flows': []; 'status': 'OPEN'; 'message': '1 duplicated blocks of code must be removed.'; 'effort': '20min'; 'debt': '20min'; 'tags': ['pitfall']; 'creationDate': '2018-02-26T11:02:18+0000'; 'updateDate': '2019-06-20T15:15:21+0000'; 'type': 'CODE_SMELL'; 'organization': 'default-organization'; 'fromHotspot': False}, false,,,,,,,,
